Step,with residual,wo residual
15891,-0.987636209,-0.970356941
15894,-0.986954689,-0.97183466
15895,-0.986875236,-0.973231196
15896,-0.98711586,-0.970190287
15898,-0.987086773,-0.970357656
15899,-0.987301111,-0.973057508
15900,-0.987913251,-0.970755994
15901,-0.986492276,-0.971660256
15902,-0.98718667,-0.97108537
15903,-0.98722887,-0.972401738
15905,-0.9876495,-0.972835839
15906,-0.986633897,-0.971413732
15907,-0.986659944,-0.971124172
15912,-0.987022161,-0.972069383
15914,-0.987226963,-0.972415566
15915,-0.987060726,-0.974033177
15916,-0.986751199,-0.972814918
15919,-0.986626565,-0.972779393
15922,-0.986272812,-0.972325742
15923,-0.986482739,-0.971795976
15925,-0.987110138,-0.972291172
15926,-0.987331986,-0.972041368
15927,-0.987540126,-0.972144246
15928,-0.987670481,-0.972332239
15930,-0.986677945,-0.971199214
15931,-0.98628217,-0.971581936
15933,-0.987777114,-0.972113252
15936,-0.986418366,-0.97206831
15938,-0.986279726,-0.973308027
15939,-0.987439394,-0.972335458
15940,-0.986857533,-0.971195579
15943,-0.986308575,-0.971333265
15948,-0.987015963,-0.97133255
15949,-0.9872576,-0.972388864
15950,-0.986275673,-0.973633766
15953,-0.98647368,-0.972612798
15954,-0.985619605,-0.971832097
15955,-0.987446785,-0.973918974
15957,-0.987131715,-0.974026203
15958,-0.986601591,-0.972788334
15959,-0.986751497,-0.970669627
15966,-0.986408949,-0.973395765
15967,-0.986607075,-0.971259236
15969,-0.98601079,-0.972922981
15971,-0.98726052,-0.971927881
15973,-0.986614704,-0.972021103
15976,-0.987329721,-0.972930312
15977,-0.986679435,-0.974398434
15978,-0.986946464,-0.972504258
15979,-0.985975564,-0.970689654
15982,-0.986354828,-0.97127533
15989,-0.98589927,-0.972318888
15990,-0.988378465,-0.972042203
15991,-0.987954259,-0.972797751
15992,-0.987460732,-0.971851587
15994,-0.986927271,-0.970790863
15995,-0.986226916,-0.973216653
15997,-0.987516999,-0.970001936
15998,-0.98702085,-0.972016156
15999,-0.985693276,-0.972125649
16000,-0.986849427,-0.97281158
16003,-0.987860918,-0.972270429
16004,-0.986506999,-0.97092998
16005,-0.987895131,-0.97231096
16007,-0.987462401,-0.971009076
16008,-0.986529827,-0.972653031
16009,-0.986391187,-0.97145015
16010,-0.98664546,-0.971406519
16014,-0.987044275,-0.970760942
16015,-0.987160087,-0.970950723
16016,-0.986930609,-0.972185373
16017,-0.986251831,-0.972943902
16021,-0.985925913,-0.970723689
16022,-0.985518456,-0.972537458
16023,-0.986986637,-0.972510457
16024,-0.987533271,-0.972398043
16025,-0.98742044,-0.972358108
16031,-0.986145139,-0.971533835
16033,-0.986801744,-0.973217547
16034,-0.986687899,-0.972799659
16035,-0.986467838,-0.971773863
16036,-0.987106144,-0.972510338
16038,-0.9872756,-0.972391784
16041,-0.987336636,-0.971469522
16044,-0.987677693,-0.970610142
16045,-0.98707974,-0.972118974
16047,-0.987689495,-0.971423626
16048,-0.986944377,-0.969536304
16049,-0.987833142,-0.97105515
16050,-0.986665368,-0.973257422
16051,-0.986937463,-0.972557247
16053,-0.986393631,-0.973736703
16054,-0.987600088,-0.972112656
16055,-0.986306429,-0.971752763
16056,-0.988016844,-0.97209245
16057,-0.986820221,-0.972922444
16059,-0.98813498,-0.972053945
16063,-0.985625148,-0.972281873
16066,-0.985868454,-0.971716762
16067,-0.986929774,-0.973665237
16069,-0.986647546,-0.971864939
16073,-0.985974967,-0.972186208
16076,-0.987063885,-0.973408699
16077,-0.986519217,-0.974177718
16078,-0.985335112,-0.970682263
16079,-0.985422492,-0.971453309
16080,-0.987154007,-0.971108496
16081,-0.985446215,-0.972289681
16082,-0.985612214,-0.971335828
16083,-0.986310065,-0.972275615
16084,-0.986556649,-0.97080487
16085,-0.986162424,-0.972789168
16087,-0.987095118,-0.971365154
16090,-0.987838268,-0.970450401
16093,-0.987071276,-0.971888423
16095,-0.987236619,-0.971238613
16099,-0.986463964,-0.971881986
16104,-0.987011075,-0.97074616
16111,-0.985572696,-0.969609618
16112,-0.986256361,-0.972020984
16113,-0.985543013,-0.971993089
16115,-0.986381352,-0.971829295
16119,-0.986405194,-0.97207123
16120,-0.985784292,-0.971625566
16121,-0.987253308,-0.97218132
16122,-0.987191677,-0.96921885
16123,-0.986849308,-0.972485304
16127,-0.987650752,-0.973081768
16129,-0.987749875,-0.973263085
16130,-0.986851752,-0.971493959
16132,-0.986945033,-0.97305882
16134,-0.988789439,-0.972272515
16137,-0.986436605,-0.972423911
16138,-0.986188829,-0.972485542
16140,-0.986543,-0.971605182
16142,-0.986619949,-0.972229242
16143,-0.986500263,-0.973615408
16145,-0.986594439,-0.970574617
16146,-0.987331033,-0.971576571
16147,-0.987442136,-0.971444249
16150,-0.987452865,-0.972169399
16151,-0.986620069,-0.970760405
16152,-0.98687315,-0.971117675
16157,-0.988580465,-0.974229872
16158,-0.98776269,-0.97121352
16160,-0.987905383,-0.97156322
16162,-0.987653494,-0.971449256
16164,-0.986999691,-0.971354902
16165,-0.987415016,-0.971047401
16168,-0.986898601,-0.97173655
16170,-0.985909462,-0.971521258
16171,-0.985672891,-0.971151352
16172,-0.986815214,-0.973302901
16173,-0.987637222,-0.971816659
16174,-0.986893535,-0.971381426
16175,-0.9864012,-0.971139431
16178,-0.98629868,-0.971693933
16179,-0.987353921,-0.971260309
16182,-0.987119377,-0.971989036
16185,-0.987529874,-0.971903205
16186,-0.987314701,-0.973856449
16187,-0.986593902,-0.972252786
16188,-0.986235023,-0.971650243
16189,-0.986523449,-0.970405817
16190,-0.986720324,-0.971884608
16191,-0.987331629,-0.972503185
16192,-0.986488223,-0.972908139
16196,-0.986362815,-0.971536219
16197,-0.986690521,-0.97084415
16200,-0.986415863,-0.970341802
16202,-0.986409307,-0.973325074
16203,-0.984985173,-0.972699881
16204,-0.987527132,-0.970923185
16205,-0.986730099,-0.974212527
16206,-0.988860965,-0.972520947
16207,-0.98797363,-0.970376849
16208,-0.987438202,-0.972856998
16210,-0.9858042,-0.97158128
16211,-0.986239254,-0.971757889
16214,-0.986314237,-0.970791578
16217,-0.987390161,-0.971360683
16218,-0.987216473,-0.972683012
16219,-0.986397266,-0.972038269
16221,-0.987246931,-0.972260594
16222,-0.986384451,-0.971141934
16223,-0.987724245,-0.971127629
16225,-0.98641777,-0.971639276
16230,-0.986781478,-0.97390461
16231,-0.986203492,-0.971771419
16234,-0.986131787,-0.972768903
16235,-0.985863566,-0.973228753
16237,-0.986150324,-0.971829653
16241,-0.986414135,-0.971381187
16242,-0.987426639,-0.971827924
16243,-0.98624897,-0.973867774
16244,-0.986578703,-0.971563935
16245,-0.986245513,-0.97389859
16247,-0.987643957,-0.972714782
16249,-0.986846209,-0.972153783
16250,-0.988009095,-0.97116828
16253,-0.987985909,-0.969848752
16256,-0.987108231,-0.971833825
16259,-0.986846209,-0.972076774
16260,-0.987382412,-0.971315026
16262,-0.988010287,-0.971790731
16263,-0.986242056,-0.970761478
16264,-0.987540841,-0.971454382
16270,-0.986600041,-0.972962618
16275,-0.987478256,-0.970927119
16276,-0.987055659,-0.972378731
16278,-0.986180365,-0.97261095
16280,-0.988329768,-0.971500099
16281,-0.986308753,-0.972486973
16284,-0.986149073,-0.973096669
16286,-0.986965179,-0.972683191
16287,-0.986144483,-0.970166922
16288,-0.9863469,-0.971750259
16292,-0.985916734,-0.97271657
16293,-0.9870013,-0.971176267
16294,-0.986005545,-0.973922491
16296,-0.988633573,-0.972056627
16297,-0.986967266,-0.972843707
16298,-0.986696243,-0.973050773
16299,-0.987548053,-0.971880198
16301,-0.987324357,-0.971778214
16302,-0.986122489,-0.971088767
16305,-0.987118363,-0.972266793
16306,-0.987119257,-0.971378207
16307,-0.98535651,-0.972961068
16309,-0.986492276,-0.972052693
16311,-0.987617612,-0.972375572
16313,-0.987063169,-0.97105521
16316,-0.986279845,-0.970962822
16317,-0.98769021,-0.972442508
16318,-0.986865759,-0.971164882
16319,-0.986692905,-0.97048068
16320,-0.987366974,-0.973237514
16322,-0.987103701,-0.973150969
16326,-0.988587081,-0.970527291
16328,-0.986435652,-0.970832586
16329,-0.98773098,-0.972815573
16330,-0.986830354,-0.973693967
16333,-0.987018585,-0.970328569
16337,-0.98740387,-0.972881496
16341,-0.987532616,-0.971610725
16342,-0.985633373,-0.973510146
16344,-0.98593688,-0.971015871
16345,-0.986756265,-0.973548234
16347,-0.987112522,-0.972452343
16348,-0.986672521,-0.972375333
16349,-0.987698674,-0.971122205
16350,-0.986360788,-0.97237736
16352,-0.985928178,-0.973050296
16354,-0.986144304,-0.972104549
16355,-0.986536384,-0.973954082
16356,-0.986335516,-0.97255528
16357,-0.987533629,-0.972088158
16360,-0.98716414,-0.971872211
16362,-0.987441063,-0.973378062
16363,-0.986044168,-0.971886039
16364,-0.986703634,-0.97260505
16367,-0.986863732,-0.972529888
16372,-0.987001419,-0.971793652
16374,-0.987753749,-0.973783016
16376,-0.986890733,-0.972618639
16378,-0.986747146,-0.973843336
16380,-0.987711072,-0.970321238
16383,-0.986723304,-0.972183526
16384,-0.986615479,-0.972432256
16386,-0.987712502,-0.973647237
16389,-0.987118602,-0.970721006
16394,-0.987950683,-0.96980834
16395,-0.986626327,-0.970656991
16398,-0.985895634,-0.972561598
16401,-0.987809479,-0.971979439
16402,-0.987472773,-0.973575473
16403,-0.987281322,-0.970665693
16404,-0.988040566,-0.972143888
16405,-0.986343503,-0.972657442
16407,-0.986403465,-0.970651865
16408,-0.986963332,-0.973012507
16409,-0.987181544,-0.97107321
16411,-0.987174392,-0.970684171
16413,-0.986429095,-0.972456515
16414,-0.986179709,-0.972583652
16415,-0.987489223,-0.972390711
16418,-0.98708272,-0.973011076
16419,-0.986297011,-0.971470058
16420,-0.98776418,-0.973465919
16421,-0.986382484,-0.972188354
16423,-0.987578928,-0.972252965
16425,-0.986388385,-0.971141696
16426,-0.987383366,-0.972123206
16428,-0.986197472,-0.973377049
16432,-0.986896873,-0.973192453
16433,-0.985891223,-0.973451555
16434,-0.98790127,-0.971540928
16435,-0.986471295,-0.971940279
16436,-0.986145735,-0.972171605
16437,-0.986366987,-0.973736525
16442,-0.988016605,-0.972863197
16443,-0.986207902,-0.971964478
16444,-0.986730814,-0.972037792
16446,-0.986814737,-0.97301054
16449,-0.987938166,-0.972518384
16450,-0.986421824,-0.970085979
16451,-0.985974312,-0.971093178
16454,-0.986297727,-0.972131848
16455,-0.986388803,-0.972047567
16459,-0.987655222,-0.972063243
16462,-0.985776663,-0.97128278
16464,-0.987963498,-0.973205805
16466,-0.986960649,-0.972288251
16467,-0.986777842,-0.973802924
16469,-0.987061739,-0.972005486
16470,-0.985892653,-0.971849918
16471,-0.987075627,-0.972115457
16473,-0.988620937,-0.972267985
16474,-0.987430453,-0.972387791
16476,-0.987001479,-0.971246958
16479,-0.986850619,-0.970619977
16480,-0.986783862,-0.97278738
16483,-0.986684501,-0.970781326
16484,-0.987419844,-0.970535278
16486,-0.987618923,-0.971073866
16488,-0.987872601,-0.971676826
16491,-0.986183047,-0.971832991
16493,-0.98746717,-0.971819997
16498,-0.986303687,-0.972028613
16499,-0.986454606,-0.972521663
16500,-0.986399889,-0.972780466
16501,-0.987767577,-0.972196162
16502,-0.986973882,-0.971308649
16503,-0.988077283,-0.971026123
16504,-0.985779822,-0.971852303
16505,-0.987976611,-0.969764948
16506,-0.986605763,-0.971894443
16509,-0.986692429,-0.972328663
16510,-0.986801863,-0.97027868
16512,-0.986453354,-0.970843017
16513,-0.986939549,-0.972735524
16514,-0.987342715,-0.971998334
16516,-0.98714447,-0.971282721
16518,-0.987037182,-0.972940981
16519,-0.987554252,-0.972416282
16520,-0.986612141,-0.971934497
16521,-0.987398505,-0.972329855
16524,-0.986355364,-0.97247088
16525,-0.986934066,-0.971418083
16526,-0.987833381,-0.971084595
16527,-0.986990333,-0.973028064
16532,-0.985741019,-0.970183492
16535,-0.98564589,-0.973744512
16539,-0.984619737,-0.973076582
16540,-0.986996233,-0.971659482
16541,-0.985980988,-0.972094119
16542,-0.986259103,-0.972621858
16544,-0.986981273,-0.973407805
16549,-0.987346411,-0.972089767
16551,-0.986106634,-0.973680139
16553,-0.988228917,-0.970942974
16554,-0.986384392,-0.971280575
16557,-0.987387538,-0.973422945
16558,-0.987403214,-0.970923364
16559,-0.987132668,-0.97177738
16561,-0.98516947,-0.972799897
16564,-0.987553,-0.972943008
16566,-0.986784518,-0.9731462
16567,-0.986234069,-0.971679926
16571,-0.986833692,-0.972730756
16573,-0.987028122,-0.971434891
16576,-0.986625195,-0.970985293
16579,-0.986988306,-0.971001863
16581,-0.986841917,-0.972820759
16582,-0.987047851,-0.97268337
16586,-0.988379836,-0.971403539
16589,-0.987282097,-0.970945895
16591,-0.98724854,-0.971743226
16593,-0.987797916,-0.972696483
16594,-0.986524463,-0.972488999
16595,-0.986937463,-0.971787155
16596,-0.988009572,-0.971636236
16597,-0.987732649,-0.969751954
16598,-0.986113846,-0.971165657
16599,-0.987234831,-0.972695887
16600,-0.988173246,-0.971965015
16601,-0.986762881,-0.972466946
16604,-0.986839473,-0.972042084
16606,-0.986594677,-0.972366989
16608,-0.986655295,-0.972362518
16614,-0.987315893,-0.972556472
16615,-0.985775769,-0.972563505
16616,-0.987696946,-0.97149682
16620,-0.987673402,-0.972472787
16621,-0.986162245,-0.971600771
16623,-0.987453222,-0.972600996
16627,-0.986944616,-0.972112656
16628,-0.986495733,-0.970241427
16629,-0.986434937,-0.971966028
16630,-0.988169611,-0.971290052
16631,-0.986873865,-0.970799446
16632,-0.985892177,-0.972699285
16634,-0.986947894,-0.972456634
16636,-0.987516463,-0.972366273
16637,-0.986234903,-0.972813129
16638,-0.988171101,-0.972857177
16639,-0.986680269,-0.971684098
16640,-0.987186074,-0.971647501
16641,-0.987594604,-0.972409904
16642,-0.986971796,-0.973083436
16643,-0.987202823,-0.971758008
16645,-0.986750841,-0.970998704
16646,-0.987005472,-0.970095575
16647,-0.987353683,-0.971628189
16649,-0.987278104,-0.970983505
16650,-0.987047434,-0.970132172
16652,-0.988278151,-0.972028315
16653,-0.986020207,-0.970771432
16655,-0.987283707,-0.971666694
16656,-0.987165153,-0.973443985
16657,-0.986111224,-0.972717941
16663,-0.986103654,-0.972350061
16665,-0.987948895,-0.971812725
16666,-0.986999452,-0.972204328
16667,-0.986551225,-0.972304225
16675,-0.987188458,-0.971856356
16677,-0.9871701,-0.971157908
16678,-0.987159073,-0.970894694
16679,-0.986799717,-0.97149241
16681,-0.987361789,-0.973104835
16684,-0.985649645,-0.973246098
16687,-0.986823142,-0.97461772
16689,-0.987207115,-0.971974015
16690,-0.988755345,-0.971874416
16692,-0.986589551,-0.972306371
16696,-0.986597896,-0.972329557
16698,-0.986144483,-0.973173499
16699,-0.98724401,-0.973474801
16700,-0.987027645,-0.971435606
16702,-0.986194372,-0.972718358
16703,-0.986994922,-0.973202467
16707,-0.987011969,-0.971946001
16709,-0.987177789,-0.973434687
16710,-0.986709714,-0.973065972
16711,-0.985977709,-0.971094549
16714,-0.987056613,-0.974167347
16717,-0.986086488,-0.972688198
16718,-0.987219095,-0.972138226
16719,-0.986069202,-0.971666932
16720,-0.986156344,-0.970791638
16721,-0.987173259,-0.972112596
16725,-0.987974167,-0.9728598
16726,-0.986727953,-0.972400427
16728,-0.986493945,-0.972265482
16729,-0.987207055,-0.973858833
16730,-0.987472117,-0.973749101
16733,-0.988288403,-0.973163724
16734,-0.986166596,-0.972183764
16737,-0.986632228,-0.971641541
16738,-0.986858547,-0.973130226
16739,-0.987516403,-0.97392714
16741,-0.98723805,-0.972603559
16742,-0.986344337,-0.973586202
16743,-0.987695575,-0.972714305
16744,-0.98791492,-0.972193241
16745,-0.987347126,-0.971979737
16747,-0.986913562,-0.972177625
16749,-0.986428142,-0.971376836
16751,-0.986997306,-0.972588718
16752,-0.986962736,-0.9712556
16754,-0.986322284,-0.971238375
16755,-0.987489343,-0.973652959
16756,-0.987013638,-0.972154737
16758,-0.986926615,-0.971782744
16759,-0.98667264,-0.970561683
16761,-0.986371994,-0.97148931
16763,-0.986940086,-0.970884681
16764,-0.986905575,-0.972493827
16765,-0.987313271,-0.972366691
16770,-0.986617267,-0.972349405
16772,-0.987000823,-0.971763968
16776,-0.986105859,-0.973159909
16777,-0.987082601,-0.973602653
16779,-0.986568451,-0.972607374
16782,-0.987555027,-0.9729864
16783,-0.988068223,-0.972518981
16786,-0.986932456,-0.973975182
16787,-0.987705827,-0.973767161
16788,-0.987118304,-0.971519709
16789,-0.986453056,-0.971490443
16791,-0.987656236,-0.973065019
16795,-0.987370491,-0.972329974
16798,-0.985960007,-0.973283291
16799,-0.987211227,-0.971039236
16800,-0.986844182,-0.974407852
16803,-0.98791945,-0.971737981
16805,-0.986277103,-0.973092318
16808,-0.986796856,-0.971961677
16813,-0.986999035,-0.973159373
16816,-0.988072872,-0.971737087
16820,-0.986621857,-0.971937537
16821,-0.984951615,-0.973665953
16822,-0.987560928,-0.973669827
16823,-0.98638773,-0.971542895
16824,-0.986508965,-0.972466886
16825,-0.985900402,-0.971705079
16826,-0.986618161,-0.972713351
16827,-0.987045228,-0.974022508
16828,-0.987396479,-0.972730279
16829,-0.987028599,-0.973425627
16830,-0.986555159,-0.971479237
16836,-0.984759212,-0.972583413
16838,-0.987205029,-0.97273159
16839,-0.986705661,-0.973278344
16840,-0.988102317,-0.972505689
16842,-0.986675858,-0.973404467
16846,-0.987534761,-0.97307533
16847,-0.987084031,-0.972756505
16849,-0.986184478,-0.971801341
16852,-0.986812949,-0.971144378
16853,-0.986468136,-0.972679973
16854,-0.987031937,-0.973109961
16856,-0.986673474,-0.971417725
16857,-0.986365855,-0.972606778
16858,-0.986551642,-0.972185135
16859,-0.987977386,-0.971919298
16864,-0.986831129,-0.972774267
16866,-0.986772358,-0.972116232
16868,-0.987813175,-0.971758842
16869,-0.986413956,-0.973352671
16870,-0.98700422,-0.972663701
16874,-0.9882164,-0.972670674
16875,-0.987531185,-0.971997917
16876,-0.987034798,-0.971281826
16877,-0.986260176,-0.972394586
16879,-0.986585855,-0.97128737
16880,-0.987300098,-0.972276628
16883,-0.985701144,-0.97159791
16885,-0.987131238,-0.972589731
16886,-0.986524224,-0.972718596
16887,-0.985878229,-0.972886682
16888,-0.987064958,-0.972428381
16889,-0.987128496,-0.971784949
16890,-0.987736464,-0.97179389
16891,-0.985725224,-0.972870409
16892,-0.985612035,-0.972300112
16893,-0.987669587,-0.972824514
16895,-0.985228598,-0.971644938
16897,-0.986162901,-0.974572182
16900,-0.98697412,-0.971660614
16901,-0.988165021,-0.972497344
16902,-0.98739332,-0.97416091
16905,-0.986984193,-0.973102033
16906,-0.988346398,-0.974233031
16907,-0.988455653,-0.971977949
16908,-0.988200426,-0.972713232
16909,-0.987307668,-0.973091245
16910,-0.987704992,-0.973693669
16913,-0.988548696,-0.973364711
16914,-0.986820459,-0.973599732
16916,-0.987997234,-0.972806931
16917,-0.987198114,-0.972273946
16918,-0.987291515,-0.970843554
16920,-0.987259924,-0.972292781
16921,-0.98737067,-0.971450806
16922,-0.985576987,-0.972259939
16924,-0.987498701,-0.972712755
16926,-0.987534165,-0.971748114
16927,-0.986999512,-0.972746849
16928,-0.987636566,-0.972843885
16932,-0.987106681,-0.972202659
16934,-0.987457275,-0.973737478
16935,-0.987131178,-0.973294497
16937,-0.986738682,-0.972631514
16938,-0.985098779,-0.971110106
16939,-0.987179518,-0.970815659
16940,-0.987575889,-0.97179997
16941,-0.987056851,-0.973253489
16942,-0.98671937,-0.971500576
16943,-0.987378597,-0.971760154
16944,-0.986021399,-0.972200036
16945,-0.987300158,-0.971464753
16949,-0.987032771,-0.972804368
16950,-0.988616347,-0.973861635
16951,-0.98513937,-0.972956896
16953,-0.986705601,-0.973600626
16955,-0.986725628,-0.972979009
16956,-0.987704158,-0.971610785
16958,-0.98785913,-0.97348398
16961,-0.98709619,-0.972192883
16962,-0.987152398,-0.972996831
16963,-0.986478448,-0.972140908
16965,-0.986921966,-0.97132051
16968,-0.987447977,-0.973527908
16970,-0.987440467,-0.972862005
16973,-0.986463785,-0.972272515
16975,-0.987729907,-0.973937929
16977,-0.986948729,-0.971254528
16978,-0.98716867,-0.971127748
16981,-0.986642897,-0.973613024
16982,-0.987160325,-0.973025739
16984,-0.987202168,-0.971154332
16985,-0.986858964,-0.974458575
16986,-0.986894488,-0.972992182
16987,-0.987811685,-0.973760009
16990,-0.985848188,-0.973077774
16991,-0.986451864,-0.973085403
16992,-0.98665899,-0.97154814
16994,-0.98611635,-0.971396208
16996,-0.987992525,-0.97241354
16999,-0.987688005,-0.971968889
17000,-0.987116635,-0.972445309
17003,-0.986998498,-0.972177386
17004,-0.987460375,-0.970827222
17006,-0.986857533,-0.970610261
17009,-0.987145305,-0.973189235
17013,-0.986422956,-0.972433805
17015,-0.986867309,-0.971688449
17016,-0.987379491,-0.972029805
17018,-0.985398889,-0.972334385
17020,-0.986249626,-0.973809898
17021,-0.987722635,-0.97187078
17022,-0.986885011,-0.971639395
17025,-0.986357212,-0.972043395
17026,-0.986833155,-0.973268628
17028,-0.986685991,-0.972582579
17029,-0.987434447,-0.97212714
17030,-0.986138344,-0.973684967
17035,-0.987569869,-0.973299026
17036,-0.986005366,-0.972389877
17037,-0.987773299,-0.971327424
17038,-0.987977862,-0.97350812
17039,-0.986376643,-0.974135518
17040,-0.986355722,-0.972960114
17041,-0.987505913,-0.971999288
17042,-0.986838579,-0.972175539
17044,-0.987704515,-0.971517682
17045,-0.987140238,-0.9733845
17046,-0.987747192,-0.974617839
17048,-0.987640679,-0.973424792
17049,-0.986697197,-0.971388578
17050,-0.986484468,-0.97104311
17051,-0.986590326,-0.972475171
17055,-0.986720264,-0.971629202
17058,-0.986419022,-0.972528458
17061,-0.988041401,-0.973230183
17062,-0.986716986,-0.971594691
17063,-0.987792313,-0.971347332
17066,-0.987505019,-0.972958088
17069,-0.986335039,-0.971695602
17070,-0.987361848,-0.971616745
17072,-0.986848116,-0.973784566
17073,-0.986916602,-0.973501444
17074,-0.987596571,-0.972468138
17077,-0.986655176,-0.971007943
17079,-0.986102939,-0.970911384
17083,-0.986695766,-0.972826421
17085,-0.987947047,-0.973511517
17087,-0.986562252,-0.972131908
17088,-0.987176239,-0.973113894
17090,-0.986916661,-0.971788466
17091,-0.98720789,-0.970856369
17092,-0.987312555,-0.971090913
17093,-0.986957729,-0.973066807
17096,-0.986906767,-0.972278655
17097,-0.98733896,-0.973733127
17100,-0.987566352,-0.972431004
17102,-0.986774027,-0.972434759
17103,-0.986110747,-0.972459257
17108,-0.988602519,-0.972148895
17110,-0.98653847,-0.972022295
17111,-0.986796021,-0.971821547
17112,-0.987678647,-0.97288835
17113,-0.987806499,-0.972115695
17115,-0.986740649,-0.971958399
17116,-0.987740993,-0.972523451
17117,-0.987464488,-0.973871768
17118,-0.985697269,-0.972029686
17119,-0.986741304,-0.971154809
17122,-0.987086773,-0.971956253
17129,-0.987802923,-0.974089503
17130,-0.987483382,-0.971842289
17134,-0.986786723,-0.972936451
17135,-0.988387167,-0.972920358
17136,-0.986638427,-0.972275019
17140,-0.987699509,-0.971857607
17142,-0.988235235,-0.972437978
17144,-0.987548947,-0.972085953
17146,-0.986201108,-0.971916139
17149,-0.986600399,-0.972971559
17150,-0.987255335,-0.971747279
17152,-0.987409949,-0.970638633
17154,-0.986347795,-0.97272414
17156,-0.986660957,-0.971154809
17158,-0.986869097,-0.97353822
17159,-0.986976147,-0.971968055
17161,-0.988451242,-0.972238302
17162,-0.986243129,-0.969788074
17163,-0.987535715,-0.972563744
17164,-0.987582922,-0.972450852
17165,-0.987932742,-0.972373724
17166,-0.987018049,-0.97330451
17168,-0.986782908,-0.973127127
17169,-0.986893356,-0.97119832
17171,-0.986858368,-0.972340882
17172,-0.987775385,-0.972051024
17173,-0.985881567,-0.972888231
17174,-0.987609804,-0.971771657
17175,-0.986982584,-0.972653747
17176,-0.98728025,-0.972201228
17179,-0.986769319,-0.973763525
17181,-0.986922264,-0.9722296
17182,-0.987867236,-0.971766949
17183,-0.986190617,-0.973328412
17184,-0.985943377,-0.972508669
17186,-0.9867239,-0.973807931
17188,-0.986536145,-0.973444104
17190,-0.986219764,-0.973012507
17191,-0.985604763,-0.972829342
17194,-0.985050142,-0.973360002
17195,-0.986350894,-0.972076774
17196,-0.986785173,-0.973367453
17199,-0.986697614,-0.97121799
17202,-0.987600803,-0.97171551
17203,-0.988300323,-0.970803976
17207,-0.986089289,-0.972260952
17208,-0.987542391,-0.973151088
17210,-0.986749649,-0.97211647
17211,-0.987012684,-0.973671317
17214,-0.987863064,-0.972480118
17215,-0.988286614,-0.973550737
17220,-0.987778544,-0.971740723
17221,-0.987690985,-0.971140862
17222,-0.985798597,-0.970082402
17224,-0.986728132,-0.970297337
17227,-0.986888647,-0.971129119
17228,-0.988079011,-0.972038448
17229,-0.987748325,-0.971139967
17231,-0.985958099,-0.973141193
17234,-0.986907005,-0.971970379
17235,-0.987353027,-0.973337948
17241,-0.987037957,-0.97256887
17242,-0.987769127,-0.973596573
17244,-0.986949503,-0.973307848
17245,-0.986751556,-0.973387837
17246,-0.987933993,-0.972548366
17249,-0.987535,-0.97156769
17250,-0.987791479,-0.972483873
17251,-0.987842441,-0.971259475
17253,-0.987546027,-0.970386982
17256,-0.986215591,-0.972260177
17257,-0.987019002,-0.971578956
17258,-0.987523317,-0.973331809
17259,-0.987171888,-0.972451687
17263,-0.986257792,-0.972928464
17264,-0.987308741,-0.972278595
17265,-0.987958193,-0.971544385
17267,-0.987067461,-0.973577082
17269,-0.986844778,-0.974020839
17270,-0.987368941,-0.973787189
17276,-0.98707509,-0.971484303
17279,-0.987358689,-0.97200346
17281,-0.98728478,-0.972075939
17283,-0.986210823,-0.97302103
17284,-0.98735714,-0.972636759
17285,-0.98653543,-0.97255969
17286,-0.987103164,-0.973829865
17290,-0.988522649,-0.973408222
17292,-0.988268375,-0.973619461
17296,-0.988302529,-0.973353088
17297,-0.98683393,-0.972643971
17301,-0.987105846,-0.973029256
17303,-0.987039089,-0.972589135
17306,-0.987234712,-0.97236979
17307,-0.988198042,-0.972550094
17309,-0.986842275,-0.973560929
17310,-0.987433374,-0.971836567
17314,-0.987280011,-0.973961234
17315,-0.986787558,-0.972960055
17319,-0.988440573,-0.971215248
17320,-0.98528266,-0.972353458
17321,-0.986976504,-0.97233212
17322,-0.987749338,-0.974589288
17327,-0.987591267,-0.973335147
17329,-0.987299204,-0.973517776
17331,-0.98843801,-0.973130047
17332,-0.986783266,-0.972682714
17337,-0.987433612,-0.972510397
17338,-0.988408387,-0.972775221
17339,-0.98727268,-0.973134637
17340,-0.987536788,-0.972098827
17342,-0.985718191,-0.973960757
17346,-0.987180412,-0.970817864
17347,-0.987353563,-0.972789884
17352,-0.986289501,-0.972525716
17353,-0.986062109,-0.973351598
17356,-0.987709224,-0.97200036
17357,-0.986958742,-0.974214852
17360,-0.986551583,-0.972274899
17361,-0.986355901,-0.972171664
17363,-0.986873388,-0.972320199
17364,-0.988207459,-0.97162956
17365,-0.987529993,-0.973262072
17366,-0.986057401,-0.971422076
17367,-0.986825109,-0.97184217
17368,-0.986765862,-0.972238779
17370,-0.987659991,-0.972370625
17371,-0.986861467,-0.970279694
17372,-0.986737549,-0.972981095
17373,-0.98624289,-0.971610785
17374,-0.987611711,-0.973461866
17375,-0.9870978,-0.973231852
17376,-0.987571955,-0.971776068
17377,-0.987765551,-0.971738219
17379,-0.986947536,-0.971529484
17381,-0.986962199,-0.972746372
17385,-0.986410975,-0.97154814
17391,-0.986692786,-0.973148704
17392,-0.987827599,-0.972201705
17393,-0.986428678,-0.971904695
17395,-0.987821877,-0.972583294
17396,-0.988205671,-0.971984982
17399,-0.987811804,-0.974335194
